user_id,is_gone
4,0.00036253527
6,0.00036253527
10,0.00036253527
12,0.04967224
13,0.5714445
15,0.21236384
19,0.00036253527
21,0.22654466
23,0.00036253527
35,0.1045089
40,0.00036253527
45,0.12755902
55,0.14816703
58,0.29640263
62,0.07182889
72,0.00036253527
74,0.17981625
81,0.06276281
84,0.00036253527
92,0.00036253527
93,0.00036253527
98,0.00036253527
102,0.8087914
105,0.05257542
107,0.00036253527
112,0.085943
113,0.16781887
119,0.31645304
124,0.35652456
140,0.3766013
141,0.11210338
143,0.00036253527
150,0.12755902
159,0.00036253527
162,0.12755902
164,0.07609125
165,0.00036253527
167,0.09257301
174,0.00036253527
177,0.22375251
180,0.00036253527
185,0.00036253527
186,0.5814366
195,0.23144701
198,0.3899143
200,0.33061793
204,0.24360901
205,0.00035671718
207,0.07235345
208,0.87630385
212,0.1612152
213,0.00035671718
217,0.00036253527
218,0.00035671718
234,0.00036253527
235,0.13668372
236,0.00036253527
237,0.00036253527
242,0.06102732
248,0.6566177
253,0.49940538
260,0.06896057
261,0.23076849
269,0.00035671718
271,0.10361105
273,0.00036253527
276,0.00039848118
283,0.00036253527
289,0.00036253527
298,0.12125067
303,0.30238843
306,0.00036253527
308,0.00036253527
317,0.00035671718
318,0.00036253527
319,0.00036253527
320,0.00036253527
324,0.12755902
328,0.07792
331,0.08206826
335,0.05877943
341,0.21202911
346,0.00036253527
348,0.00036253527
349,0.0004326595
351,0.00036253527
355,0.044570643
363,0.12289323
366,0.00036253527
367,0.058884554
373,0.10810258
375,0.00036253527
382,0.00036253527
388,0.00036253527
389,0.00036253527
391,0.41489846
400,0.00036253527
406,0.00036253527
409,0.59242654
411,0.09204335
414,0.00036253527
417,0.043630265
419,0.00036253527
421,0.00036253527
423,0.00035671718
424,0.10066065
425,0.00036253527
430,0.33809704
448,0.05257542
460,0.1612152
462,0.00036253527
465,0.1086912
467,0.50816846
474,0.24238908
476,0.00035671718
483,0.00036253527
485,0.00036253527
486,0.23479539
487,0.00036253527
498,0.13226853
503,0.00036253527
504,0.00036253527
511,0.00036253527
516,0.00036253527
522,0.00035671718
530,0.4909905
534,0.00038508183
543,0.00035671718
554,0.00036253527
557,0.08206826
561,0.21947677
565,0.38411102
567,0.08372297
570,0.09257301
574,0.12755902
575,0.00035237745
578,0.22990367
579,0.00036253527
583,0.00036253527
586,0.32054916
593,0.12755902
599,0.0710845
601,0.6592036
602,0.12755902
611,0.00036253527
613,0.07557545
615,0.0003787695
628,0.0005415288
642,0.00036253527
650,0.00036253527
659,0.12755902
664,0.5122743
672,0.1361732
680,0.00036253527
683,0.06482978
693,0.12755902
696,0.00036253527
700,0.00036253527
704,0.09257301
723,0.042938903
725,0.062537394
726,0.00036253527
731,0.00036253527
733,0.00036253527
736,0.00036253527
739,0.11210338
741,0.00036253527
744,0.10334173
745,0.00036253527
747,0.12576872
754,0.311805
757,0.00036253527
760,0.00036253527
765,0.75112706
770,0.19504471
779,0.00036253527
800,0.00036253527
801,0.00036253527
804,0.15965901
805,0.00035671718
810,0.00036253527
820,0.00036253527
829,0.00036253527
832,0.00036253527
837,0.046233665
845,0.00036253527
848,0.00036253527
850,0.00036253527
864,0.00036253527
874,0.00036253527
880,0.06276281
886,0.15860671
897,0.00036253527
898,0.082918115
901,0.31959093
904,0.4728138
907,0.00036253527
918,0.00036253527
920,0.18957697
926,0.00035671718
933,0.00036253527
936,0.0003787695
937,0.00035671718
952,0.00036253527
953,0.09717198
960,0.101901606
970,0.07796096
971,0.00036253527
972,0.15422918
973,0.00036253527
980,0.22529797
988,0.042348515
999,0.00039848118
1003,0.089813076
1010,0.00036253527
1023,0.00036253527
1041,0.08206826
1044,0.12576872
1049,0.3220482
1054,0.12755902
1055,0.00036253527
1059,0.00036253527
1061,0.279042
1068,0.00036253527
1071,0.00036253527
1083,0.00051956036
1087,0.13709964
1092,0.12755902
1099,0.00036253527
1100,0.1612152
1102,0.00036253527
1115,0.00043967584
1131,0.00036253527
1132,0.00046396576
1134,0.1424345
1135,0.00035671718
1137,0.08206826
1138,0.00036253527
1145,0.045098335
1149,0.17169487
1152,0.00036253527
1153,0.24474376
1154,0.10810258
1156,0.21870662
1157,0.00036253527
1164,0.42453897
1171,0.20079051
1175,0.00036253527
1182,0.00036253527
1187,0.19214346
1192,0.00041979752
1195,0.00036253527
1197,0.00036253527
1202,0.00036253527
1211,0.12755902
1212,0.00036253527
1214,0.00036253527
1219,0.00036253527
1232,0.00036253527
1238,0.00036253527
1242,0.00036253527
1245,0.07148356
1246,0.2879316
1253,0.00036253527
1263,0.00036253527
1269,0.00036253527
1273,0.00036253527
1274,0.0850485
1275,0.00036253527
1276,0.00036253527
1279,0.00035671718
1280,0.00036253527
1285,0.00036253527
1288,0.00035671718
1302,0.11141393
1307,0.00036253527
1308,0.00035671718
1309,0.00036253527
1313,0.12576872
1314,0.07120018
1322,0.00036253527
1325,0.00036253527
1332,0.00036253527
1334,0.00036253527
1339,0.00035671718
1340,0.00036253527
1341,0.051123444
1347,0.077400066
1349,0.00036253527
1354,0.12755902
1356,0.091673404
1357,0.00036253527
1358,0.07559774
1359,0.700118
1365,0.12755902
1367,0.09243942
1369,0.00036253527
1374,0.00036253527
1375,0.10810258
1379,0.00036253527
1384,0.0003581248
1385,0.00035671718
1387,0.00036253527
1392,0.12755902
1399,0.00036253527
1403,0.00035671718
1407,0.00036253527
1412,0.08221025
1413,0.042278703
1414,0.00036253527
1420,0.09257301
1426,0.5952579
1432,0.00036253527
1436,0.00036253527
1437,0.00036253527
1438,0.34592363
1441,0.76568085
1442,0.0710845
1452,0.00036253527
1455,0.00036253527
1457,0.15962343
1458,0.12576872
1459,0.39030012
1460,0.03389759
1464,0.10810258
1465,0.00036253527
1469,0.00036253527
1472,0.2355366
1485,0.00035671718
1488,0.1973486
1489,0.00036253527
1494,0.00036253527
1501,0.00035671718
1506,0.00036253527
1510,0.12755902
1520,0.19249865
1522,0.00036253527
1523,0.00043188196
1524,0.00036253527
1525,0.00036253527
1540,0.00036253527
1541,0.054977905
1543,0.03169144
1550,0.12576872
1551,0.07358528
1554,0.12576872
1556,0.09449212
1563,0.12755902
1564,0.00036253527
1566,0.00036253527
1571,0.06337489
1580,0.13620618
1584,0.18292782
1587,0.00036253527
1592,0.00035671718
1597,0.042938903
1608,0.00036253527
1610,0.00036253527
1611,0.17776386
1619,0.11444788
1620,0.1501105
1623,0.048450444
1630,0.12755902
1636,0.0003581248
1640,0.12755902
1641,0.00043960294
1646,0.00036253527
1650,0.00036253527
1658,0.00036253527
1667,0.00036253527
1674,0.10810258
1689,0.00036253527
1690,0.11210338
1693,0.565737
1704,0.07167168
1706,0.00036253527
1713,0.00035671718
1716,0.00036253527
1717,0.00043967584
1719,0.053470623
1720,0.07233333
1725,0.10651476
1728,0.00036253527
1731,0.09719813
1739,0.00036253527
1745,0.00035671718
1747,0.058884554
1748,0.55859095
1751,0.19905989
1754,0.00036253527
1763,0.00036253527
1764,0.00036253527
1767,0.47449872
1771,0.00035671718
1775,0.00036253527
1777,0.00036253527
1779,0.00036253527
1782,0.6477003
1783,0.00036253527
1785,0.11210338
1786,0.0961922
1797,0.09257301
1800,0.04025557
1803,0.10516871
1821,0.05257542
1822,0.18098941
1830,0.00035671718
1831,0.0003208319
1832,0.11090225
1835,0.1536642
1837,0.00036253527
1840,0.48675042
1849,0.110003404
1855,0.00036253527
1858,0.00036253527
1872,0.00036253527
1873,0.19165656
1882,0.3572672
1883,0.00036253527
1887,0.07258972
1891,0.00036253527
1893,0.12568846
1918,0.118084535
1923,0.00036253527
1939,0.00036253527
1947,0.00036253527
1953,0.3013864
1954,0.00035671718
1956,0.42719296
1958,0.0004326595
1960,0.15580335
1961,0.13124368
1962,0.47976345
1967,0.107296675
1968,0.00036253527
1974,0.00035671718
1981,0.00036253527
1985,0.00036253527
1988,0.085943
1993,0.00036253527
1998,0.00036253527
2000,0.0004326595
2012,0.00036253527
2016,0.1612152
2018,0.10253472
2019,0.0641322
